site,jday,month,month_name,season_name,species,microhabitat,ind,soil_temp_couple,soil_temp_hour,air_temp,air_hour,rad_air,wind_air,METCAT_TM,METCAT_TX,SENS_TM,SENS_TX,SENS_TM2H,soil_hum_org,soil_hum_min,soil_hum_volts,phenology,cycle_phase,stem_length,resp_height,resp_leaves
CJ,70,3,mar,spring,Alliaria petiolata,SC,CJ_SC_1,8.8,13,NA,NA,NA,NA,12.5,21.4,NA,NA,NA,62.7333333333333,54.1,790.666666666667,NA,NA,NA,NA,NA
CJ,70,3,mar,spring,Alliaria petiolata,SC,CJ_SC_2,8.6,13,NA,NA,NA,NA,12.5,21.4,NA,NA,NA,52.9333333333333,45.0333333333333,653.333333333333,NA,NA,NA,NA,NA
CJ,70,3,mar,spring,Alliaria petiolata,SC,CJ_SC_3,8.5,13,NA,NA,NA,NA,12.5,21.4,NA,NA,NA,44.4,37.2666666666667,527.666666666667,veg,rep,3.5,NA,NA
CJ,70,3,mar,spring,Alliaria petiolata,SC,CJ_SC_4,8.8,13,NA,NA,NA,NA,12.5,21.4,NA,NA,NA,55.4333333333333,41.1333333333333,586.333333333333,veg,rep,6,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SC,CJ_SC_5,8.5,16,16.1,NA,NA,NA,9.3,18.1,NA,NA,NA,62.7666666666667,74.1333333333333,938,NA,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SC,CJ_SC_6,8.4,16,14.7,NA,NA,NA,9.3,18.1,NA,NA,NA,48.9333333333333,34.6,587.333333333333,NA,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SC,CJ_SC_7,8.4,16,15.5,NA,NA,NA,9.3,18.1,NA,NA,NA,62.2,53.8666666666667,776.666666666667,rep,rep,9.5,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,SC,CJ_SC_8,8,16,14.9,NA,NA,NA,9.3,18.1,NA,NA,NA,45.8,37.7333333333333,530.333333333333,rep,rep,5.5,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SC,CJ_SC_9,13.7,14,21.2,NA,NA,NA,13.7,23.5,NA,NA,NA,61.9666666666667,53.2666666666667,777.333333333333,NA,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SC,CJ_SC_10,16.5,14,20.8,NA,NA,NA,13.7,23.5,NA,NA,NA,47.1333333333333,39.6333333333333,565.333333333333,NA,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SC,CJ_SC_11,14.1,14,20.9,NA,NA,NA,13.7,23.5,NA,NA,NA,39.2666666666667,32.3666666666667,448,rep,rep,40,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,SC,CJ_SC_12,16.7,14,21.8,NA,NA,NA,13.7,23.5,NA,NA,NA,59.9666666666667,51.4,749.666666666667,rep,rep,24,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SC,CJ_SC_13,10.7,14,20.4,NA,NA,NA,13.9,22.9,NA,NA,NA,60.6333333333333,52.4666666666667,772.666666666667,NA,NA,NA,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SC,CJ_SC_14,10.6,14,20.6,NA,NA,NA,13.9,22.9,NA,NA,NA,41.8666666666667,34.5333333333333,485,rep,rep,88,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SC,CJ_SC_15,10.7,14,20.2,NA,NA,NA,13.9,22.9,NA,NA,NA,53.8,45.5333333333333,665,rep,rep,90,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,SC,CJ_SC_16,11.1,14,20.5,NA,NA,NA,13.9,22.9,NA,NA,NA,55,46.8333333333333,679.666666666667,rep,rep,49.6,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SC,CJ_SC_17,11.7,14,19.4,NA,NA,NA,14.4,21.4,NA,NA,NA,61.6333333333333,52.6666666666667,769.666666666667,rep,rep,101,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SC,CJ_SC_18,11.7,14,20.4,NA,NA,NA,14.4,21.4,NA,NA,NA,48.6333333333333,41.0666666666667,588.333333333333,NA,NA,NA,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SC,CJ_SC_19,11.6,14,18.8,NA,NA,NA,14.4,21.4,NA,NA,NA,61.5333333333333,53,780,rep,rep,76,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,SC,CJ_SC_20,11.9,14,20.5,NA,NA,NA,14.4,21.4,NA,NA,NA,63.5333333333333,55.0333333333333,799.666666666667,rep,rep,64,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SC,CJ_SC_21,13.4,15,21.1,NA,NA,NA,16.5,24.8,NA,NA,NA,55.7333333333333,45.0333333333333,651.666666666667,NA,NA,NA,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SC,CJ_SC_22,13.7,15,21.8,NA,NA,NA,16.5,24.8,NA,NA,NA,38.3666666666667,31.5333333333333,432.666666666667,NA,NA,NA,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SC,CJ_SC_23,13.8,15,21.7,NA,NA,NA,16.5,24.8,NA,NA,NA,44.9666666666667,37.3,530.666666666667,rep,rep,61,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,SC,CJ_SC_24,13.8,15,22.2,NA,NA,NA,16.5,24.8,NA,NA,NA,47.6666666666667,40.0333333333333,571.666666666667,rep,rep,115,NA,NA
CJ,162,6,jun,summer,Alliaria petiolata,SC,CJ_SC_25,17.4,13,27.9,NA,NA,NA,24.4,32.6,NA,NA,NA,43,35.6666666666667,500.666666666667,NA,NA,NA,NA,NA
CJ,162,6,jun,summer,Alliaria petiolata,SC,CJ_SC_26,17.4,13,26.9,NA,NA,NA,24.4,32.6,NA,NA,NA,29.7666666666667,23.7,307.666666666667,NA,NA,NA,NA,NA
CJ,162,6,jun,summer,Alliaria petiolata,SC,CJ_SC_27,18,13,28.8,NA,NA,NA,24.4,32.6,NA,NA,NA,19.3,14.1,174,rep,rep,77,NA,NA
CJ,162,6,jun,summer,Alliaria petiolata,SC,CJ_SC_28,18.2,13,29.2,NA,NA,NA,24.4,32.6,NA,NA,NA,17.8,12.6666666666667,165.333333333333,rep,rep,71,NA,NA
CJ,167,6,jun,summer,Alliaria petiolata,SC,CJ_SC_29,NA,NA,NA,NA,NA,NA,25.8,33.8,NA,NA,NA,33.7666666666667,27.4,367,NA,NA,NA,NA,NA
CJ,167,6,jun,summer,Alliaria petiolata,SC,CJ_SC_30,NA,NA,NA,NA,NA,NA,25.8,33.8,NA,NA,NA,17.1333333333333,12.1666666666667,154.666666666667,NA,NA,NA,NA,NA
CJ,167,6,jun,summer,Alliaria petiolata,SC,CJ_SC_31,NA,NA,NA,NA,NA,NA,25.8,33.8,NA,NA,NA,25.7333333333333,20.0333333333333,249.333333333333,sen,rep,112,NA,NA
CJ,167,6,jun,summer,Alliaria petiolata,SC,CJ_SC_32,NA,NA,NA,NA,NA,NA,25.8,33.8,NA,NA,NA,22.9,17.8333333333333,221.333333333333,sum_ros,ros,1,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,SC,CJ_SC_33,19.6,14,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,31.3666666666667,25.1333333333333,325.666666666667,NA,NA,NA,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,SC,CJ_SC_34,19.5,14,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,19.3,14.133333333333301,184,NA,NA,NA,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,SC,CJ_SC_35,19.8,14,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,17.3333333333333,12.3,166,sen,rep,87,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,SC,CJ_SC_36,19.6,14,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,26.3333333333333,20.5,263.333333333333,sen,rep,127,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,SC,CJ_SC_37,19.7,14,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,26.1666666666667,20.3666666666667,255,sum_ros,ros,1.5,NA,NA
CJ,187,7,jul,summer,Alliaria petiolata,SC,CJ_SC_38,18.7,14,30.8,NA,NA,NA,23.9,34.7,NA,NA,NA,25.0333333333333,18.9,237.333333333333,NA,NA,NA,NA,NA
CJ,187,7,jul,summer,Alliaria petiolata,SC,CJ_SC_39,18.2,14,30.4,NA,NA,NA,23.9,34.7,NA,NA,NA,21.6,16.2666666666667,183,NA,NA,NA,NA,NA
CJ,187,7,jul,summer,Alliaria petiolata,SC,CJ_SC_40,18.3,14,29.4,NA,NA,NA,23.9,34.7,NA,NA,NA,26.0666666666667,20.3666666666667,252.666666666667,sen,rep,99,NA,NA
CJ,187,7,jul,summer,Alliaria petiolata,SC,CJ_SC_41,18.7,14,29.7,NA,NA,NA,23.9,34.7,NA,NA,NA,36.2333333333333,25.7333333333333,334,sum_ros,ros,0.5,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SC,CJ_SC_42,NA,NA,NA,NA,NA,NA,20.1,26.5,NA,NA,NA,37.0333333333333,30.3333333333333,392,NA,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SC,CJ_SC_43,NA,NA,NA,NA,NA,NA,20.1,26.5,NA,NA,NA,30,24.1,309,NA,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SC,CJ_SC_44,NA,NA,NA,NA,NA,NA,20.1,26.5,NA,NA,NA,19.1333333333333,14,175.333333333333,sum_ros,ros,0.5,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,SC,CJ_SC_45,NA,NA,NA,NA,NA,NA,20.1,26.5,NA,NA,NA,26.8,20.8,262.666666666667,sum_ros,ros,0.5,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,SC,CJ_SC_46,17.7,12,22.3,NA,NA,NA,21.5,29.6,NA,NA,NA,32.4,26.1,341.333333333333,sum_ros,ros,1,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,SC,CJ_SC_47,17.6,12,24.3,NA,NA,NA,21.5,29.6,NA,NA,NA,32.9666666666667,26.6333333333333,350.666666666667,NA,NA,NA,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,SC,CJ_SC_48,17.8,12,23.9,NA,NA,NA,21.5,29.6,NA,NA,NA,31.7,25.4666666666667,332,sum_ros,ros,1,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,SC,CJ_SC_49,17.5,12,23,NA,NA,NA,21.5,29.6,NA,NA,NA,26.4,20.6666666666667,291,sum_ros,ros,0.7,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,SC,CJ_SC_50,21,12,29.6,NA,NA,NA,25,33.4,NA,NA,NA,23.6,18.1333333333333,223,NA,NA,NA,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,SC,CJ_SC_51,20.5,12,29.5,NA,NA,NA,25,33.4,NA,NA,NA,13.7666666666667,9.16666666666667,122,NA,NA,NA,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,SC,CJ_SC_52,19.8,12,29.4,NA,NA,NA,25,33.4,NA,NA,NA,12.8666666666667,8.1,111.666666666667,sum_ros,ros,0.5,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,SC,CJ_SC_53,19.8,12,30.3,NA,NA,NA,25,33.4,NA,NA,NA,11.4333333333333,7.23333333333333,100.666666666667,sum_ros,ros,0.5,NA,NA
CJ,257,9,sep,autumn,Alliaria petiolata,SC,CJ_SC_54,16.7,13,20.6,NA,NA,NA,17.5,24.4,NA,NA,NA,34.3666666666667,27.9333333333333,372.666666666667,NA,NA,NA,NA,NA
CJ,257,9,sep,autumn,Alliaria petiolata,SC,CJ_SC_55,16.6,13,20.6,NA,NA,NA,17.5,24.4,NA,NA,NA,29.6,23.4666666666667,300,aut_ros,ros,0.5,NA,NA
CJ,257,9,sep,autumn,Alliaria petiolata,SC,CJ_SC_56,16.5,13,20.3,NA,NA,NA,17.5,24.4,NA,NA,NA,39.2333333333333,32.4,446.666666666667,aut_ros,ros,0.2,NA,NA
CJ,257,9,sep,autumn,Alliaria petiolata,SC,CJ_SC_57,16.4,13,21.1,NA,NA,NA,17.5,24.4,NA,NA,NA,33.7,27.4,362.333333333333,aut_ros,ros,0.2,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,SC,CJ_SC_58,15.9,14,20.7,NA,NA,NA,19,27.7,NA,NA,NA,37.5,30.8,421,NA,NA,NA,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,SC,CJ_SC_59,15.9,14,20.7,NA,NA,NA,19,27.7,NA,NA,NA,42.5666666666667,35.4,497.333333333333,NA,NA,NA,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,SC,CJ_SC_60,15.8,14,21.4,NA,NA,NA,19,27.7,NA,NA,NA,32,25.8,337.333333333333,aut_ros,ros,0.5,NA,NA
CJ,278,10,oct,autumn,Alliaria petiolata,SC,CJ_SC_61,15.9,14,21,NA,NA,NA,19,27.7,NA,NA,NA,35.8333333333333,29.3,395.333333333333,aut_ros,ros,1,NA,NA
CJ,70,3,mar,spring,Alliaria petiolata,C,CJ_C_1,8.9,13,NA,NA,NA,NA,12.5,21.4,11.8125,22,7.75,39.6333333333333,32.7666666666667,452,NA,NA,NA,NA,NA
CJ,70,3,mar,spring,Alliaria petiolata,C,CJ_C_2,9.1,13,NA,NA,NA,NA,12.5,21.4,11.8125,22,7.75,45.0666666666667,37.8,536,NA,NA,NA,NA,NA
CJ,70,3,mar,spring,Alliaria petiolata,C,CJ_C_3,8.9,13,NA,NA,NA,NA,12.5,21.4,11.8125,22,7.75,44.2333333333333,37.2,523.333333333333,veg,rep,2,NA,NA
CJ,70,3,mar,spring,Alliaria petiolata,C,CJ_C_4,9,13,NA,NA,NA,NA,12.5,21.4,11.8125,22,7.75,43.2333333333333,36.4,508.666666666667,veg,rep,8,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,C,CJ_C_5,8.8,15,15.2,NA,NA,NA,9.3,18.1,NA,NA,NA,41.7333333333333,34.2666666666667,483.333333333333,NA,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,C,CJ_C_6,8.8,15,16,NA,NA,NA,9.3,18.1,NA,NA,NA,51.0666666666667,46.5666666666667,626.333333333333,NA,NA,NA,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,C,CJ_C_7,8.8,15,15.5,NA,NA,NA,9.3,18.1,NA,NA,NA,48,40.4666666666667,576.666666666667,rep,rep,19,NA,NA
CJ,85,3,mar,spring,Alliaria petiolata,C,CJ_C_8,9.2,15,15.9,NA,NA,NA,9.3,18.1,NA,NA,NA,42.8,35.8333333333333,506.333333333333,rep,rep,29,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,C,CJ_C_9,13.7,13,19.5,NA,NA,NA,13.7,23.5,NA,NA,NA,29.3,23.3333333333333,297.333333333333,NA,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,C,CJ_C_10,13.9,13,20,NA,NA,NA,13.7,23.5,NA,NA,NA,36.3333333333333,29.7,401.666666666667,NA,NA,NA,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,C,CJ_C_11,15,13,19.7,NA,NA,NA,13.7,23.5,NA,NA,NA,29.8,23.7,310,veg,rep,1.5,NA,NA
CJ,99,4,apr,spring,Alliaria petiolata,C,CJ_C_12,13.5,13,20.3,NA,NA,NA,13.7,23.5,NA,NA,NA,27.4333333333333,22.1,285,rep,rep,38,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,C,CJ_C_13,10.2,14,18.9,NA,NA,NA,13.9,22.9,NA,NA,NA,27.8666666666667,23.1666666666667,298.666666666667,NA,NA,NA,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,C,CJ_C_14,10.3,14,19.1,NA,NA,NA,13.9,22.9,NA,NA,NA,38.2666666666667,31.5333333333333,432.666666666667,NA,NA,NA,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,C,CJ_C_15,10.2,14,20.4,NA,NA,NA,13.9,22.9,NA,NA,NA,32.8666666666667,26.6,349.333333333333,rep,rep,66.5,NA,NA
CJ,113,4,apr,spring,Alliaria petiolata,C,CJ_C_16,10.1,14,19.7,NA,NA,NA,13.9,22.9,NA,NA,NA,41.0333333333333,36.4333333333333,234,rep,rep,49,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,C,CJ_C_17,11,13,16,NA,NA,NA,14.4,21.4,NA,NA,NA,43.5,36.2666666666667,510,NA,NA,NA,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,C,CJ_C_18,11.4,13,16.8,NA,NA,NA,14.4,21.4,NA,NA,NA,47.4,39.9666666666667,571.666666666667,NA,NA,NA,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,C,CJ_C_19,11.5,13,16.2,NA,NA,NA,14.4,21.4,NA,NA,NA,45.0333333333333,38.1333333333333,518.666666666667,rep,rep,33,NA,NA
CJ,127,5,may,spring,Alliaria petiolata,C,CJ_C_20,11.4,13,16.3,NA,NA,NA,14.4,21.4,NA,NA,NA,32,25.9666666666667,340.666666666667,rep,rep,53,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,C,CJ_C_21,12.9,14,22,NA,NA,NA,16.5,24.8,NA,NA,NA,28.9333333333333,22,280,rep,rep,77,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,C,CJ_C_22,13.2,14,21.7,NA,NA,NA,16.5,24.8,NA,NA,NA,35.7333333333333,29.2,392.333333333333,rep,rep,59,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,C,CJ_C_23,13.2,14,21.8,NA,NA,NA,16.5,24.8,NA,NA,NA,23.3333333333333,17.8,224.333333333333,rep,rep,58,NA,NA
CJ,141,5,may,spring,Alliaria petiolata,C,CJ_C_24,13.2,14,20.4,NA,NA,NA,16.5,24.8,NA,NA,NA,26.4666666666667,20.6666666666667,261,rep,rep,34,NA,NA
CJ,162,6,jun,summer,Alliaria petiolata,C,CJ_C_25,16.4,11,27.1,NA,NA,NA,24.4,32.6,NA,NA,NA,17.3333333333333,12.3,154,NA,NA,NA,NA,NA
CJ,162,6,jun,summer,Alliaria petiolata,C,CJ_C_26,17,11,26.5,NA,NA,NA,24.4,32.6,NA,NA,NA,32.4,24.3,312,NA,NA,NA,NA,NA
CJ,162,6,jun,summer,Alliaria petiolata,C,CJ_C_27,17.1,11,26.6,NA,NA,NA,24.4,32.6,NA,NA,NA,25.1,19.5333333333333,248,NA,NA,NA,NA,NA
CJ,162,6,jun,summer,Alliaria petiolata,C,CJ_C_28,16.2,11,27.2,NA,NA,NA,24.4,32.6,NA,NA,NA,27.2666666666667,21.4,270.666666666667,rep,rep,35,NA,NA
CJ,162,6,jun,summer,Alliaria petiolata,C,CJ_C_29,17.3,11,26.7,NA,NA,NA,24.4,32.6,NA,NA,NA,13.0666666666667,8.4,119.333333333333,rep,rep,67,NA,NA
CJ,167,6,jun,summer,Alliaria petiolata,C,CJ_C_30,NA,NA,NA,NA,NA,NA,25.8,33.8,NA,NA,NA,16.6,11.8333333333333,149.333333333333,NA,NA,NA,NA,NA
CJ,167,6,jun,summer,Alliaria petiolata,C,CJ_C_31,NA,NA,NA,NA,NA,NA,25.8,33.8,NA,NA,NA,23.1333333333333,17.5666666666667,215.333333333333,NA,NA,NA,NA,NA
CJ,167,6,jun,summer,Alliaria petiolata,C,CJ_C_33,NA,NA,NA,NA,NA,NA,25.8,33.8,NA,NA,NA,20.6333333333333,15.4333333333333,189.666666666667,rep,rep,74,NA,NA
CJ,167,6,jun,summer,Alliaria petiolata,C,CJ_C_34,NA,NA,NA,NA,NA,NA,25.8,33.8,NA,NA,NA,13.0666666666667,8.33333333333333,113.666666666667,rep,rep,120,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,C,CJ_C_35,18.9,12,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,17.6,12.2666666666667,158,NA,NA,NA,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,C,CJ_C_36,19.5,12,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,16.3333333333333,11.4,143,NA,NA,NA,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,C,CJ_C_37,19,12,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,18.7333333333333,13.7333333333333,171.333333333333,sum_ros,ros,3,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,C,CJ_C_38,18.8,12,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,20.4,15.133333333333301,186,sum_ros,ros,2,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,C,CJ_C_39,18.9,12,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,9.83333333333333,5.5,89.6666666666667,sen,rep,100,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,C,CJ_C_40,20.1,12,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,13.2666666666667,8.6,119.333333333333,sen,rep,36,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,C,CJ_C_41,19.3,12,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,12,7.46666666666667,112.333333333333,sum_ros,ros,1.5,NA,NA
CJ,176,6,jun,summer,Alliaria petiolata,C,CJ_C_42,19.1,12,NA,NA,NA,NA,23.6,30.9,NA,NA,NA,17.2333333333333,15.2666666666667,156.666666666667,sen,rep,66,NA,NA
CJ,187,7,jul,summer,Alliaria petiolata,C,CJ_C_43,18,13,28.4,NA,NA,NA,23.9,34.7,NA,NA,NA,16.4666666666667,11.5333333333333,149.333333333333,NA,NA,NA,NA,NA
CJ,187,7,jul,summer,Alliaria petiolata,C,CJ_C_44,17.6,13,29.3,NA,NA,NA,23.9,34.7,NA,NA,NA,21.1,15.6666666666667,192,NA,NA,NA,NA,NA
CJ,187,7,jul,summer,Alliaria petiolata,C,CJ_C_45,17.9,13,29.4,NA,NA,NA,23.9,34.7,NA,NA,NA,21.0333333333333,16.0333333333333,193.666666666667,sum_ros,ros,0.5,NA,NA
CJ,187,7,jul,summer,Alliaria petiolata,C,CJ_C_46,17.8,13,28.2,NA,NA,NA,23.9,34.7,NA,NA,NA,23.0666666666667,17.7666666666667,216.333333333333,sum_ros,ros,0.5,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,C,CJ_C_47,NA,NA,NA,NA,NA,NA,20.1,26.5,NA,NA,NA,21.3,15.9,201.333333333333,NA,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,C,CJ_C_48,NA,NA,NA,NA,NA,NA,20.1,26.5,NA,NA,NA,25.8666666666667,20.2,250.333333333333,NA,NA,NA,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,C,CJ_C_49,NA,NA,NA,NA,NA,NA,20.1,26.5,NA,NA,NA,20.8666666666667,15.633333333333301,192.666666666667,sum_ros,ros,0.5,NA,NA
CJ,206,7,jul,summer,Alliaria petiolata,C,CJ_C_50,NA,NA,NA,NA,NA,NA,20.1,26.5,NA,NA,NA,25.1,18.8666666666667,241,sum_ros,ros,0.5,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,C,CJ_C_51,17.1,11,24.4,NA,NA,NA,21.5,29.6,NA,NA,NA,23.7333333333333,18.1666666666667,227,NA,NA,NA,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,C,CJ_C_52,17.1,11,24.9,NA,NA,NA,21.5,29.6,NA,NA,NA,21.9333333333333,16.7666666666667,200.666666666667,NA,NA,NA,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,C,CJ_C_53,17.1,11,24.3,NA,NA,NA,21.5,29.6,NA,NA,NA,26.9666666666667,21.1666666666667,266,NA,NA,NA,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,C,CJ_C_54,17.3,11,23.5,NA,NA,NA,21.5,29.6,NA,NA,NA,22.7666666666667,17.3333333333333,214.666666666667,sum_ros,ros,1,NA,NA
CJ,225,8,aug,summer,Alliaria petiolata,C,CJ_C_55,17.3,11,23.1,NA,NA,NA,21.5,29.6,NA,NA,NA,23.2,17.7333333333333,217,sum_ros,ros,0.8,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,C,CJ_C_56,20.1,13,29.8,NA,NA,NA,25,33.4,NA,NA,NA,17.6333333333333,12.6,157.333333333333,sum_ros,ros,0.5,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,C,CJ_C_57,20.1,13,29.5,NA,NA,NA,25,33.4,NA,NA,NA,9.1,4.8,82.3333333333333,NA,NA,NA,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,C,CJ_C_58,20.1,13,29.8,NA,NA,NA,25,33.4,NA,NA,NA,17.6333333333333,12.6,157.333333333333,NA,NA,NA,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,C,CJ_C_59,20,13,30.8,NA,NA,NA,25,33.4,NA,NA,NA,8.6,4.3,78.6666666666667,sum_ros,ros,0.4,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,C,CJ_C_60,19.1,13,30.8,NA,NA,NA,25,33.4,NA,NA,NA,12.9,8.33333333333333,113.333333333333,sum_ros,ros,0.5,NA,NA
CJ,241,8,aug,summer,Alliaria petiolata,C,CJ_C_61,19.1,13,30.8,NA,NA,NA,25,33.4,NA,NA,NA,12.9,8.33333333333333,113.333333333333,sum_ros,ros,0.3,NA,NA
